Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
4.0,1.0,1.0,1.0,1.0,1.0,0.0,7590.0,4,98.7,67.3,93.1,90.2,93.8,91.4,92.9,18.1,9.2,0.0,98.3,0.5,99.2,546.0,744.0,73.39,78.61,75.43,81.87,1.0,10.0,227.0,4.41,4.12,2.89,5.94,1.0,44.0,374.0,11.76,11.21,9.02,14.5,1.0,1.08,1107.0,27.4447026,-82.4816334,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7342.0,4.5,99.3,75.1,88.7,88.2,90.5,94.7,88.6,12.4,8.2,0.1,98.4,0.5,99.9,961.0,1253.0,76.7,83.65,80.89,86.06,2.0,32.0,728.0,4.4,4.38,3.34,5.57,1.0,71.0,650.0,10.92,9.46,7.68,11.37,1.0,1.02,1570.0,28.6857733,-81.3956994,-0.017746031,0.042242926,-0.0024647086,-0.038275696,0.0035715164,0.020268261,0.022711247,-0.00086114404,-0.042647008,0.01138742
4.0,1.0,1.0,1.0,1.0,1.0,0.0,7298.0,4.5,99.9,81.4,92.1,95.1,96.6,94.2,97.4,17.0,12.7,0.2,99.0,0.5,99.8,866.0,1087.0,79.67,84.93,82.25,87.16,2.0,12.0,250.0,4.8,4.15,3.06,5.67,1.0,52.0,595.0,8.74,9.3,7.24,11.62,1.0,1.03,1542.0,27.9516379,-82.5428269,0.034650993,-0.0060192407,0.03518595,0.0072634937,0.00831334,-0.03195727,-0.031779658,-0.044275437,-0.031645834,-0.012822723
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7299.0,4.5,99.2,93.1,86.6,85.7,95.0,92.1,98.1,12.0,11.8,0.3,97.9,1.1,100.0,202.0,246.0,82.11,95.92,89.94,100.2,2.0,2.0,100.0,2.0,3.59,2.56,5.13,1.0,8.0,87.0,9.2,8.32,5.27,12.73,1.0,1.01,276.0,28.0216089,-81.7333756,-0.039275534,-0.020745378,0.01808688,-0.022801656,0.03752733,-0.032230597,0.009443003,0.02644949,-0.006838113,0.03281594
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7284.0,5,100.0,84.5,99.5,100.0,100.0,100.0,100.0,13.3,8.8,0.3,97.1,0.0,100.0,301.0,354.0,85.03,87.74,83.92,90.67,2.0,6.0,137.0,4.38,4.08,2.83,5.72,1.0,14.0,180.0,7.78,9.02,6.37,12.64,1.0,0.97,550.0,27.4452942,-82.4834297,-0.017746031,0.042242926,-0.0024647086,-0.038275696,0.0035715164,0.020268261,0.022711247,-0.00086114404,-0.042647008,0.01138742
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7293.0,5,100.0,86.6,91.7,90.1,96.1,97.3,90.7,16.2,11.1,0.0,98.8,0.4,100.0,643.0,791.0,81.29,85.6,82.66,88.24,2.0,9.0,196.0,4.59,4.14,2.97,5.65,1.0,36.0,426.0,8.45,9.65,7.5,12.47,1.0,0.98,1194.0,28.0343544,-80.6591794,-0.017746031,0.042242926,-0.0024647086,-0.038275696,0.0035715164,0.020268261,0.022711247,-0.00086114404,-0.042647008,0.01138742
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7262.0,5,99.5,87.2,94.6,100.0,96.9,93.8,91.8,12.0,8.4,0.0,99.8,0.5,99.1,271.0,360.0,75.28,85.98,80.55,90.39,2.0,14.0,224.0,6.25,4.52,3.29,6.2,1.0,20.0,172.0,11.63,8.58,6.02,11.76,1.0,1.01,636.0,25.9345372,-80.1225966,-0.017029375,0.033562206,0.04931154,-0.034043577,-0.0286412,-0.022911638,0.0040679933,0.03975444,0.042766064,0.013292694
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7249.0,4,97.5,63.2,88.5,90.0,91.5,96.4,97.0,18.2,10.1,0.0,97.6,2.1,99.6,801.0,1128.0,71.01,76.64,73.99,79.43,1.0,15.0,306.0,4.9,4.29,3.14,5.86,1.0,77.0,602.0,12.79,12.14,9.88,14.6,1.0,1.06,1983.0,28.4158314,-81.4728314,0.035761558,0.0046259165,0.019370824,-0.03575962,0.011716944,0.018016959,0.02065444,0.022775222,-0.010534942,0.016513407
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7272.0,4,98.2,42.3,84.6,86.3,87.9,98.3,82.0,12.1,8.2,0.0,99.2,0.8,99.8,318.0,385.0,82.6,86.64,82.38,90.1,2.0,3.0,96.0,3.13,3.85,2.68,5.45,1.0,5.0,114.0,4.39,7.38,4.56,11.49,1.0,1.05,472.0,28.6062632,-81.3734956,-0.026476765,-0.03934086,-0.026400382,0.016368603,-0.0015143156,-0.03434416,0.045394212,0.014574224,-0.047899008,0.016113985
5.0,1.0,1.0,1.0,1.0,1.0,1.0,7234.0,4.5,98.4,78.8,89.2,91.2,92.7,90.7,90.2,16.4,8.3,0.6,98.2,1.0,99.8,598.0,797.0,75.03,81.35,78.18,84.11,2.0,8.0,150.0,5.33,4.11,2.86,5.72,1.0,53.0,435.0,12.18,10.86,8.55,13.42,1.0,1.02,1437.0,27.9471625,-82.3477547,-0.032487996,-0.0015351623,0.026225824,-0.044092383,-0.046085157,0.033593524,0.00229612,0.029627329,0.019561803,0.016789038
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7229.0,4.5,99.3,64.9,88.2,86.9,91.7,92.7,88.8,12.0,12.3,0.3,97.9,1.1,99.4,645.0,824.0,78.28,85.67,82.69,88.5,2.0,9.0,368.0,2.45,3.33,2.48,4.55,1.0,46.0,508.0,9.06,8.35,6.6,10.53,1.0,0.93,941.0,28.8722183,-82.5802236,0.035761558,0.0046259165,0.019370824,-0.03575962,0.011716944,0.018016959,0.02065444,0.022775222,-0.010534942,0.016513407
4.0,1.0,1.0,1.0,1.0,1.0,0.0,7229.0,5,100.0,82.6,93.8,100.0,95.5,93.3,100.0,11.0,10.6,0.0,100.0,0.0,100.0,185.0,237.0,78.06,90.74,84.43,96.18,2.0,6.0,135.0,4.44,3.92,2.82,5.35,1.0,12.0,125.0,9.6,8.02,5.47,11.52,1.0,0.95,319.0,25.985469,-80.1284915,-0.017029375,0.033562206,0.04931154,-0.034043577,-0.0286412,-0.022911638,0.0040679933,0.03975444,0.042766064,0.013292694
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7201.0,3.5,98.2,85.4,86.8,86.1,87.4,84.7,83.0,14.0,10.3,0.0,98.1,1.0,99.9,780.0,1019.0,76.55,84.55,81.83,87.02,2.0,13.0,402.0,3.23,3.44,2.45,4.5,1.0,59.0,523.0,11.28,9.19,7.21,11.35,1.0,1.11,1839.0,29.6084371,-82.3772665,0.035092033,-0.048927642,-0.04914262,-0.01823678,-0.049937688,0.0009689808,-0.014028937,0.00584538,0.043610584,-0.0300003
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7233.0,4.5,99.1,69.5,90.7,88.0,92.1,93.3,88.7,14.0,9.9,0.0,98.7,0.6,99.1,828.0,1049.0,78.93,83.94,81.36,86.36,2.0,17.0,485.0,3.51,3.87,2.88,5.15,1.0,50.0,553.0,9.04,9.25,7.35,11.61,1.0,1.05,1590.0,27.4966642,-82.5382044,0.037112355,0.026801962,0.046185456,0.046753604,0.011378741,-0.032299582,-0.013067171,-0.03408756,-0.008946523,0.020567691
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7166.0,4,98.6,71.0,78.6,92.4,90.5,87.6,82.7,13.92812,12.00581,0.9,98.6,0.7,99.3,88.0,107.0,82.24,84.19,76.07,89.21,1.0,2.0,31.0,6.45,4.03,2.73,5.84,1.0,26.39033,19.0,9.66939,9.79634,6.93776,13.63889,3.0,0.86,133.0,29.2041886,-82.0778488,-0.01216572,-0.04100332,0.009863263,0.04732284,-0.0036693036,0.007837403,-0.010186744,-0.037430145,0.04502531,0.008042276
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7160.0,4,99.6,71.7,83.1,84.9,87.3,88.5,84.2,13.6,13.7,0.2,97.8,0.9,98.9,675.0,906.0,74.5,80.61,77.2,83.36,2.0,12.0,382.0,3.14,3.56,2.64,4.91,1.0,39.0,459.0,8.5,8.62,6.72,11.48,1.0,1.09,1360.0,30.2592968,-81.5920958,-0.04209276,-0.03701528,0.0267273,-0.026733119,-0.04310028,0.007692218,-0.007181728,0.026971888,-0.041245278,-0.034703165
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7159.0,4,97.2,93.9,87.3,88.5,91.8,98.1,87.0,12.6,8.1,0.0,98.2,0.3,99.7,1134.0,1213.0,93.49,88.82,87.4,90.03,2.0,15.0,571.0,2.63,4.4,3.14,5.99,1.0,14.0,602.0,2.33,5.4,3.8,7.59,2.0,0.9,1298.0,26.5748278,-80.0534671,-0.043031182,-0.010544392,0.02402107,-0.019257704,-0.047310676,0.034097217,-0.033890553,-0.0037786574,-0.007238501,-0.03896005
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7138.0,3,96.9,83.7,82.7,82.3,72.7,83.7,83.6,13.92812,12.00581,0.0,96.9,0.0,100.0,41.0,52.0,78.85,82.56,69.52,91.6,1.0,9.16931,12.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,12.0,9.66939,9.79634,6.93776,13.63889,3.0,1.04,54.0,26.2035983,-80.2514791,0.014969272,-0.03782362,0.04695245,0.007596129,0.01527676,-0.008546969,0.031963676,-0.04408344,-0.043977417,-0.014091131
4.0,1.0,1.0,1.0,1.0,0.0,0.0,7110.0,3,96.1,44.8,86.1,86.8,91.7,81.2,83.0,18.8,13.7,0.8,96.1,0.6,98.9,215.0,299.0,71.91,74.05,68.95,78.76,1.0,3.0,129.0,2.33,3.71,2.57,5.35,1.0,16.0,101.0,15.84,14.19,9.6,20.25,1.0,1.05,393.0,27.2844963,-80.2956613,0.044196863,-0.0043819575,0.037182353,0.023264945,0.029192258,-0.019341055,-0.03135587,0.010684395,0.028568989,-0.00036763548
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7067.0,5,100.0,44.8,92.9,90.5,98.0,89.6,93.1,10.7,10.2,0.3,97.2,0.0,97.9,295.0,384.0,76.82,83.95,79.48,88.41,2.0,9.0,156.0,5.77,4.19,2.94,5.82,1.0,13.0,232.0,5.6,6.73,4.56,9.45,2.0,1.03,592.0,26.0307983,-80.2936343,-0.026824888,-0.0042942762,-0.0404321,-0.0004210472,0.041095383,-0.029558027,0.043241292,0.013857591,-0.04150958,0.044584613
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7039.0,4.5,100.0,86.2,89.2,93.9,92.9,89.2,91.7,13.5,10.9,0.0,97.3,1.1,100.0,213.0,268.0,79.48,86.32,80.83,90.82,2.0,6.0,118.0,5.08,4.01,2.85,5.58,1.0,20.0,136.0,14.71,12.62,8.61,17.06,1.0,1.03,478.0,27.2837812,-80.2873049,0.028127354,-0.0018079549,-0.020390302,0.018797081,0.041429203,-0.015514773,-0.019442324,0.03946846,-0.033625305,0.005778766
6.0,1.0,1.0,0.0,0.0,0.0,1.0,7012.0,4,100.0,86.0,86.7,89.8,93.3,84.4,78.2,12.1,15.1,0.0,99.7,2.5,99.4,454.0,555.0,81.8,90.52,86.69,94.06,2.0,9.0,177.0,5.08,4.31,3.08,5.94,1.0,23.0,294.0,7.82,8.65,6.24,11.9,1.0,1.07,637.0,26.6243896,-81.9722852,0.041535337,0.033984266,0.031334393,0.021483218,-0.039508425,-0.024840504,-0.03793462,-0.012072456,-0.012052223,0.011272222
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6989.0,4.5,99.2,89.5,90.5,90.9,88.8,94.1,83.0,11.6,9.0,0.4,96.5,0.9,99.9,954.0,1237.0,77.12,83.7,81.19,86.13,2.0,15.0,417.0,3.6,3.72,2.75,5.12,1.0,56.0,639.0,8.76,8.24,6.5,10.09,1.0,1.17,1744.0,26.6289537,-80.0718835,0.035092033,-0.048927642,-0.04914262,-0.01823678,-0.049937688,0.0009689808,-0.014028937,0.00584538,0.043610584,-0.0300003
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7052.0,4.5,99.5,64.5,91.0,88.5,98.3,92.6,94.8,14.0,13.0,0.2,94.5,0.8,100.0,637.0,776.0,82.09,84.86,81.77,87.32,2.0,5.0,219.0,2.28,3.57,2.49,4.89,1.0,48.0,452.0,10.62,12.07,9.38,15.14,1.0,1.03,1331.0,30.2371159,-85.6537627,-0.03664278,-0.027341366,0.03436789,0.033082277,0.010900843,-0.04763188,-0.03153395,-0.038807694,0.044107318,-0.0065386323
4.0,1.0,1.0,1.0,1.0,1.0,0.0,6976.0,3.5,99.2,80.3,81.9,83.0,85.2,83.2,83.8,11.6,13.2,0.4,99.1,1.1,99.5,477.0,548.0,87.04,91.15,88.18,93.67,2.0,5.0,176.0,2.84,3.76,2.6,5.29,1.0,11.0,244.0,4.51,6.48,4.27,9.15,2.0,0.87,587.0,27.9642406,-82.7479678,-0.039275534,-0.020745378,0.01808688,-0.022801656,0.03752733,-0.032230597,0.009443003,0.02644949,-0.006838113,0.03281594
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6970.0,4,99.4,49.9,85.9,87.8,92.6,93.6,73.7,13.5,14.5,0.4,95.4,0.6,99.7,929.0,1115.0,83.32,84.82,82.66,86.75,2.0,8.0,268.0,2.99,3.91,2.88,5.33,1.0,32.0,590.0,5.42,7.63,5.67,9.88,2.0,1.02,1345.0,29.1709483,-82.0993059,-0.016387254,-0.014135236,0.044007964,0.019382054,0.037825912,-0.043338582,0.00073757174,-0.031396188,0.024564171,0.019084811
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6920.0,4,98.0,62.3,89.8,88.7,89.0,91.6,89.3,15.8,14.4,0.0,98.0,0.4,99.8,418.0,489.0,85.48,84.73,81.9,87.5,2.0,7.0,211.0,3.32,4.21,2.93,5.82,1.0,26.0,250.0,10.4,12.24,8.6,16.34,1.0,1.17,769.0,27.3204721,-80.4021333,-0.014640468,-0.013718876,0.02153858,0.0037233294,-0.014468694,0.016347338,-0.041914467,-0.021775778,-0.043705657,-0.0047832727
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6913.0,4,100.0,64.1,85.5,87.9,90.9,81.3,89.9,13.92812,12.00581,0.0,99.8,0.0,100.0,481.99942,566.4265,76.77586,82.44304,77.93924,86.76991,4.0,9.16931,1.0,3.51833,3.83416,2.71816,5.33698,3.0,26.39033,253.05365,9.66939,9.79634,6.93776,13.63889,4.0,0.9855,1.0,26.1872986,-80.1886399,0.0431933,-0.015093664,-0.032385208,0.02337507,0.03033719,-0.014026046,-0.0044237524,-0.03869923,0.026343608,-0.029063731
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6892.0,3.5,94.4,67.9,84.2,85.9,88.4,88.6,84.0,13.4,11.8,0.0,97.6,0.6,99.4,454.0,569.0,79.79,81.35,78.07,84.51,2.0,4.0,140.0,2.86,3.81,2.71,5.61,1.0,18.0,378.0,4.76,7.04,4.83,9.82,2.0,0.97,724.0,26.3911668,-80.083372,0.027005393,-0.013680181,0.02242111,-0.014959717,0.0041154204,0.045886837,-0.0015466452,-0.027529169,0.044041008,-0.042921104
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6886.0,3.5,97.0,74.9,84.5,89.1,89.3,84.6,81.6,16.6,12.0,0.0,99.3,1.4,99.6,339.0,444.0,76.35,83.89,79.89,88.26,2.0,5.0,165.0,3.03,3.64,2.55,5.02,1.0,19.0,192.0,9.9,8.52,6.07,11.77,1.0,1.04,731.0,28.2767071,-82.7191275,0.035092033,-0.048927642,-0.04914262,-0.01823678,-0.049937688,0.0009689808,-0.014028937,0.00584538,0.043610584,-0.0300003
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6893.0,3.5,98.5,60.6,81.9,80.6,77.9,94.8,76.7,9.3,9.5,0.7,100.0,0.8,100.0,123.0,160.0,76.88,89.51,81.42,95.78,2.0,6.0,81.0,7.41,4.14,2.89,5.77,1.0,8.0,98.0,8.16,7.88,5.2,11.35,1.0,1.05,266.0,25.9318773,-80.1881822,-0.002621007,-0.006221217,0.03087771,0.002197671,-0.01657996,-0.035384294,-0.032749962,0.029365754,-0.033046775,0.005472839
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6816.0,4.5,98.4,79.4,88.4,90.5,94.4,98.5,95.0,13.1,6.0,0.3,99.6,1.7,100.0,656.0,821.0,79.9,83.08,79.93,85.82,2.0,3.0,147.0,2.04,3.63,2.58,5.36,1.0,38.0,443.0,8.58,10.03,7.38,13.05,1.0,1.08,1313.0,27.2724391,-82.4656503,-0.017746031,0.042242926,-0.0024647086,-0.038275696,0.0035715164,0.020268261,0.022711247,-0.00086114404,-0.042647008,0.01138742
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6786.0,4.5,99.2,88.1,86.5,89.1,92.6,98.1,85.4,12.9,11.6,0.0,96.0,0.2,99.9,954.0,1093.0,87.28,84.94,82.98,86.76,2.0,7.0,328.0,2.13,3.63,2.58,5.03,1.0,18.0,575.0,3.13,5.89,4.21,8.27,2.0,1.05,1120.0,26.204901,-81.7907315,-0.030245656,0.04056161,-0.04041063,0.047211923,0.043935783,0.017414475,-0.013472679,0.018373609,0.044318724,0.049447507
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6767.0,2.5,99.6,34.0,73.5,77.8,71.2,80.7,58.7,19.9,10.7,1.0,97.3,0.0,100.0,207.0,295.0,70.17,79.66,74.15,85.16,1.0,9.0,117.0,7.69,4.48,3.19,6.12,1.0,15.0,122.0,12.3,9.39,6.74,13.3,1.0,1.05,568.0,25.9438902,-80.2044836,0.01898784,0.006245804,-0.019543305,0.031776417,0.012560946,0.031150227,0.007511878,-0.012544328,0.037206937,0.038080882
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6753.0,5,99.7,91.1,92.8,100.0,100.0,97.4,100.0,13.6,13.0,0.4,99.7,2.3,100.0,660.0,844.0,78.2,82.6,79.67,85.31,2.0,10.0,138.0,7.25,4.43,2.94,6.2,1.0,22.0,483.0,4.55,6.05,4.43,8.4,2.0,1.1,1220.0,26.5715017,-80.0765075,0.04181549,0.02319864,-0.0011759698,0.04325688,-0.03463207,-0.029799338,-0.010106599,0.00042916537,0.038131714,0.03836596
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6716.0,4.5,98.4,59.0,92.4,89.6,94.8,95.1,90.3,11.3,12.9,0.2,90.4,0.8,99.1,745.0,1005.0,74.13,78.23,75.54,80.73,1.0,17.0,353.0,4.82,4.42,3.36,6.06,1.0,40.0,407.0,9.83,10.66,8.06,13.8,1.0,0.98,1569.0,28.4835614,-81.4619921,0.0054810285,-0.029984374,0.00082669256,-0.049898706,-0.039435968,0.024203366,-0.02724145,-0.0068988055,0.049084146,-0.014108812
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6724.0,3.5,100.0,44.2,80.6,76.1,84.0,86.1,72.8,12.6,10.0,0.0,100.0,0.7,99.3,146.0,183.0,79.78,85.14,78.55,90.67,2.0,0.0,51.0,0.0,3.59,2.47,5.2,1.0,11.0,97.0,11.34,10.83,7.07,16.48,1.0,1.02,389.0,25.7002896,-80.360942,-0.009659946,-0.009489471,0.031626116,-0.0033721358,0.049929716,0.026184684,0.009615386,0.025524944,0.027133817,0.02499922
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6702.0,4,97.2,71.0,84.7,88.9,84.8,88.8,88.2,10.8,12.8,0.0,99.4,1.7,99.1,241.0,329.0,73.25,79.8,74.38,84.21,1.0,7.0,121.0,5.79,4.16,2.85,5.88,1.0,11.0,145.0,7.59,8.76,5.98,13.16,1.0,1.06,702.0,29.131087,-81.0029244,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6689.0,3,97.9,68.7,79.8,85.9,81.0,80.0,76.6,12.7,8.8,0.9,96.6,0.7,100.0,277.0,350.0,79.14,83.05,77.95,87.12,2.0,8.0,268.0,2.99,3.7,2.68,5.19,1.0,16.0,133.0,12.03,11.34,7.71,16.21,1.0,1.1,433.0,29.8620803,-81.3176355,0.037565053,0.030634487,-0.02795885,0.028597081,0.007814223,-0.03617733,0.023498219,-0.007250905,0.047704346,-0.016887892
4.0,1.0,1.0,1.0,0.0,1.0,1.0,6689.0,3.5,96.0,51.8,85.0,88.3,92.3,98.5,78.6,15.2,12.9,0.3,98.8,0.4,99.5,600.0,734.0,81.74,87.56,83.91,90.29,2.0,13.0,366.0,3.55,3.62,2.7,4.92,1.0,45.0,326.0,13.8,12.87,9.89,16.5,1.0,0.97,943.0,30.3110497,-81.6932304,-0.025381315,0.019566227,-0.039141357,-0.00047470332,-0.04472276,-0.037094023,-0.032861155,0.018655574,-0.0004166931,-0.007245803
4.0,1.0,1.0,1.0,1.0,1.0,0.0,6683.0,3.5,97.2,42.2,88.0,87.2,85.7,88.0,84.5,12.5,7.4,0.0,99.4,1.6,99.4,216.0,291.0,74.23,84.28,78.74,89.68,2.0,4.0,111.0,3.6,3.82,2.68,5.34,1.0,15.0,156.0,9.62,8.38,5.88,11.81,1.0,1.15,471.0,28.1280914,-80.6622938,0.047315232,-0.022068396,0.025287759,0.012872273,-0.03750082,-0.016931394,-0.008658695,0.004392451,-0.006495884,-0.020970028
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6654.0,5,99.6,75.5,97.6,94.4,96.2,91.5,99.6,11.9,12.7,0.0,96.4,0.5,100.0,542.0,683.0,79.36,88.98,85.37,92.03,2.0,10.0,272.0,3.68,3.67,2.7,4.98,1.0,36.0,355.0,10.14,8.55,6.54,11.1,1.0,1.09,1023.0,28.9506432,-81.9571917,-0.036150806,0.049217332,-0.00833717,-0.032676686,-0.010924014,0.005822277,-0.038924117,-0.04517386,0.008240777,-0.0088702645
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6624.0,4,99.0,61.8,89.7,88.2,91.7,89.7,87.0,17.2,11.6,0.5,97.2,0.5,99.2,415.0,606.0,68.48,76.12,72.22,79.77,1.0,5.0,138.0,3.62,3.72,2.64,5.25,1.0,56.0,392.0,14.29,11.48,9.37,14.03,1.0,1.06,1433.0,28.5374128,-81.7394677,0.0002515018,0.04159858,-0.024069607,-0.035141736,-0.025451574,-0.0019189626,-0.0063186795,0.009515936,-0.030630339,0.0043265224
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6617.0,4,100.0,47.3,85.8,89.7,95.3,82.2,74.8,9.0,9.0,0.0,100.0,2.1,100.0,208.0,243.0,85.6,90.91,85.95,95.48,2.0,2.0,51.0,3.92,3.86,2.67,5.58,1.0,8.0,143.0,5.59,7.63,5.19,11.18,1.0,1.02,477.0,25.7026274,-80.3466666,0.04286643,-0.0326612,-0.016064981,0.0056082485,-0.04722587,0.01438452,-0.0016149074,0.041868072,-0.017485142,0.02799682
4.0,1.0,1.0,1.0,1.0,1.0,0.0,6640.0,4.5,99.9,76.1,95.2,92.6,95.5,87.1,93.9,12.4,16.3,0.0,97.7,1.6,99.5,649.0,802.0,80.92,83.37,80.52,85.94,2.0,7.0,242.0,2.89,4.03,2.87,5.84,1.0,38.0,455.0,8.35,10.01,7.67,13.01,1.0,1.04,1526.0,30.5159473,-87.2184196,-0.0016423166,-0.037209384,0.017269712,-0.00081760285,-0.01324828,0.01282472,0.0025782406,-0.015707145,0.002816695,-0.04194672
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6659.0,4,97.7,73.0,89.6,92.9,93.4,94.6,89.7,17.8,8.5,0.0,98.1,0.7,99.8,303.0,391.0,77.49,85.6,81.07,90.08,2.0,4.0,179.0,2.23,3.59,2.59,5.01,1.0,14.0,186.0,7.53,8.2,5.7,11.65,1.0,1.09,578.0,27.964246,-82.747852,-0.004886389,-0.027007068,0.02949584,-0.049607255,-0.0108027635,0.038916886,-0.04612064,0.0054210126,-0.013096163,-0.018284762
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6563.0,4,98.7,77.1,88.2,90.5,89.5,89.9,94.0,15.6,9.7,0.0,98.3,0.4,98.7,550.0,696.0,79.02,84.95,81.51,88.23,2.0,12.0,262.0,4.58,4.15,2.97,5.72,1.0,19.0,321.0,5.92,6.33,4.63,8.94,2.0,1.12,1101.0,26.2339145,-80.2549801,0.041223288,-0.017589113,0.026057517,0.03796172,0.033863287,0.039217792,0.015274215,0.00022937656,-0.041775905,0.0022726953
4.0,1.0,1.0,1.0,0.0,1.0,0.0,6605.0,5,100.0,76.4,92.9,92.3,98.8,100.0,97.6,10.8,12.2,0.0,100.0,0.0,99.3,215.0,246.0,87.4,90.07,85.39,93.72,2.0,2.0,44.0,4.55,3.98,2.68,5.84,1.0,4.0,111.0,3.6,7.54,4.36,11.78,1.0,1.0,314.0,25.7963801,-80.354163,-0.041091233,0.043899707,-0.02210567,-0.008189944,0.011612976,-0.036040477,0.02244256,0.014670676,0.012625873,-0.019945636
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6563.0,5,100.0,60.2,100.0,99.6,100.0,90.6,100.0,12.6,11.3,0.4,99.8,0.9,100.0,480.0,578.0,83.04,88.05,84.66,91.02,2.0,2.0,62.0,3.23,3.79,2.53,5.54,1.0,27.0,431.0,6.26,7.49,5.27,10.03,1.0,1.01,868.0,26.0675026,-80.365755,-0.048046462,-0.013370985,0.0038066625,-0.001772654,-0.001410526,-0.046471912,0.04976342,0.042950504,0.02393205,-0.034877934
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6548.0,4,99.4,70.8,88.0,87.6,90.4,91.8,85.4,14.2,10.7,0.3,99.8,0.4,100.0,1198.0,1449.0,82.68,83.92,81.8,85.9,2.0,7.0,187.0,3.74,3.95,2.85,5.54,1.0,50.0,663.0,7.54,9.61,7.52,12.12,1.0,1.12,1960.0,28.024126,-81.7281747,-0.030076677,-0.010584747,-0.010708529,0.036135484,-0.008633951,-0.036685187,-0.03271528,0.034760706,0.02094608,0.045479894
