Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients' breathing improved,How often home health patients had to be admitted to the hospital,Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,DTC Denominator,DTC Risk-Standardized Rate,Quality of patient care star rating
1.0,1.0,1.0,100.0,81.5,96.9,87.1,15.7,0.7,100.0,210.0,76.6,4.5
1.0,1.0,1.0,100.0,72.9,90.1,88.7,11.1,0.0,99.7,215.0,81.02,4.5
1.0,1.0,1.0,98.9,86.8,84.3,86.7,14.2,0.0,99.8,359.0,74.66,3.5
1.0,1.0,1.0,99.7,68.1,84.5,80.4,14.4,0.1,99.7,457.0,84.54,3.5
1.0,1.0,1.0,100.0,44.5,85.1,83.0,14.3,0.2,90.3,726.0,70.62,3.5
1.0,1.0,1.0,85.1,73.1,76.2,72.8,14.2,0.3,92.6,709.0,85.58,2.0
1.0,1.0,1.0,98.5,74.2,93.3,91.4,16.7,0.1,99.3,499.0,85.85,4.5
1.0,1.0,1.0,100.0,64.5,83.1,88.6,10.1,0.0,98.9,259.0,69.14,4.0
1.0,1.0,1.0,99.9,69.7,91.0,89.6,14.5,0.4,99.6,875.0,81.19,4.5
1.0,1.0,1.0,91.7,68.5,78.9,81.6,15.3,0.0,95.2,186.0,80.36,2.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,63.3,88.5,86.2,18.5,0.4,93.9,251.0,81.03,4.0
1.0,0.0,1.0,99.3,66.2,87.8,94.6,12.4,0.0,98.8,490.0,76.42,4.5
1.0,1.0,1.0,100.0,94.4,97.3,100.0,11.6,0.2,99.8,354.0,81.89,5.0
1.0,1.0,1.0,99.6,69.1,92.8,90.5,12.0,0.0,98.2,277.0,91.39,4.5
1.0,1.0,1.0,99.6,66.8,91.6,93.1,12.0,0.0,99.6,418.0,81.55,4.5
1.0,1.0,1.0,99.6,73.0,84.2,86.2,14.3,0.0,98.6,763.0,80.11,4.0
1.0,1.0,1.0,97.1,74.4,88.4,89.3,14.2,0.6,99.3,525.0,80.16,4.0
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,99.9,75.9,90.8,91.5,14.6,0.3,100.0,579.0,74.28,4.5
1.0,1.0,1.0,99.5,71.7,90.9,93.0,19.7,0.0,98.9,882.0,77.13,4.0
1.0,1.0,1.0,95.9,81.7,67.1,63.2,13.9,0.3,98.3,167.0,79.53,2.0
1.0,1.0,1.0,95.4,64.3,80.3,80.4,13.7,0.5,90.6,537.0,84.96,3.0
1.0,0.0,1.0,95.3,81.7,81.1,87.8,14.2,0.0,98.9,104.0,72.71,3.0
1.0,1.0,1.0,93.7,77.7,83.9,83.9,18.8,0.0,96.6,126.0,81.69,2.5
1.0,1.0,1.0,100.0,67.4,91.2,92.1,11.1,0.0,99.1,370.0,88.36,4.5
1.0,1.0,1.0,99.2,70.7,67.7,75.7,12.7,1.0,99.2,82.0,74.45,3.0
1.0,0.0,1.0,99.1,73.0,88.5,89.8,16.3,0.5,97.7,115.0,78.37,3.5
1.0,1.0,1.0,99.7,65.7,81.9,87.5,14.3,0.4,99.6,346.0,78.92,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.3,71.8,89.6,95.0,16.2,0.0,98.1,261.0,77.79,4.0
1.0,1.0,1.0,98.4,77.5,77.6,75.8,10.7,0.3,92.1,737.0,91.83,3.0
1.0,1.0,1.0,99.7,60.9,87.9,91.1,15.1,0.1,97.1,640.0,86.38,4.0
1.0,1.0,0.0,99.5,59.0,87.0,81.5,19.4,1.0,93.5,365.0,92.33,3.5
1.0,1.0,1.0,94.2,69.8,83.9,88.9,9.8,0.0,98.7,414.0,84.31,3.5
1.0,1.0,1.0,100.0,41.4,95.8,96.1,20.7,0.4,96.5,455.0,70.84,4.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,70.7,89.9,90.7,16.0,0.0,98.3,313.0,74.22,4.5
1.0,1.0,1.0,100.0,67.7,77.6,83.0,10.3,0.0,100.0,332.0,91.09,3.5
1.0,1.0,1.0,99.8,72.6,92.6,93.4,14.1,0.3,99.2,655.0,82.67,4.5
1.0,1.0,1.0,98.9,78.2,92.1,90.7,12.3,0.0,99.3,358.0,81.39,4.5
1.0,0.0,0.0,100.0,79.9,93.0,94.7,15.6,0.1,94.4,1021.0,77.05,4.5
1.0,1.0,1.0,99.7,68.7,92.8,88.4,13.3,0.5,98.0,430.0,83.14,4.5
1.0,1.0,1.0,99.8,65.2,91.3,90.9,13.1,0.1,99.5,365.0,89.28,4.5
1.0,0.0,1.0,99.8,81.0,80.1,86.9,17.1,0.6,99.8,595.0,83.9,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.4,99.5,100.0,95.4,14.7,0.0,99.3,312.0,87.27,5.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.7,61.8,82.1,82.8,13.924,0.0,95.7,52.0,85.06,3.5
1.0,1.0,1.0,98.3,52.6,78.6,77.5,13.924,0.8,94.0,41.0,82.4,3.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,1.0,96.5,91.7,87.7,82.0,19.1,0.5,93.4,699.0,73.5,3.5
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.4,81.1,74.6,85.8,12.1,0.4,100.0,250.0,82.89,3.0
1.0,1.0,0.0,98.5,78.0,91.7,96.5,13.7,0.0,97.4,225.0,78.4,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,100.0,79.9,81.8,77.0,13.0,0.3,100.0,342.0,73.69,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,1.0,98.3,70.8,83.4,86.1,14.9,0.0,98.3,480.0,74.97,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,0.0,100.0,76.5,77.2,78.5,13.9,0.3,98.4,385.0,82.89,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,99.5,70.2,91.0,92.4,16.8,0.0,98.5,123.0,82.7,4.5
1.0,1.0,0.0,100.0,74.381,72.6,67.6,13.924,0.0,100.0,11.0,82.103,2.5
1.0,1.0,1.0,96.9,62.7,87.7,88.9,14.7,0.1,98.6,401.0,77.31,4.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,74.6,80.5,84.1,15.1,0.2,98.6,308.0,87.8,3.5
1.0,1.0,1.0,99.5,74.9,82.4,89.9,12.5,0.4,99.2,1000.0,85.64,3.5
1.0,0.0,1.0,100.0,78.4,87.0,86.2,18.0,0.5,95.7,354.0,83.43,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.5,97.4,94.0,100.0,6.2,1.0,98.8,168.0,75.64,5.0
1.0,1.0,1.0,99.4,91.3,84.2,85.0,13.6,0.3,98.6,782.0,81.02,4.0
1.0,1.0,1.0,100.0,72.1,93.3,100.0,13.9,0.0,98.5,476.0,79.0,5.0
1.0,1.0,1.0,97.1,78.5,88.8,86.7,12.8,0.4,97.1,986.0,84.26,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,98.6,93.7,97.4,99.0,15.8,0.1,99.0,248.0,74.82,4.5
1.0,1.0,0.0,97.7,82.4,89.5,93.4,18.3,0.8,98.5,278.0,68.36,4.0
1.0,1.0,1.0,100.0,75.4,93.7,89.5,20.2,0.4,99.3,406.0,84.51,4.5
1.0,1.0,1.0,97.6,97.5,90.3,95.7,18.5,0.0,100.0,338.0,78.34,4.0
1.0,1.0,1.0,100.0,78.5,80.8,89.1,12.9,0.0,99.8,239.0,85.83,3.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,99.0,82.6,89.5,89.1,13.4,0.0,94.0,556.0,83.07,4.0
1.0,1.0,1.0,98.5,74.5,76.8,80.9,18.2,0.0,97.0,92.0,79.59,3.0
1.0,1.0,1.0,100.0,67.2,73.8,71.8,10.5,0.0,99.7,179.0,79.11,3.0
1.0,1.0,1.0,99.3,53.1,74.7,86.7,15.1,0.0,100.0,143.0,68.61,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.4,69.0,78.3,83.5,17.1,0.6,90.4,400.0,84.36,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,35.0,79.12,3.245
1.0,1.0,1.0,99.4,92.2,79.1,82.2,10.4,0.0,97.5,318.0,81.06,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.2,67.2,84.0,82.0,16.1,0.0,93.2,691.0,86.12,3.5
1.0,1.0,1.0,99.9,69.5,95.8,92.7,15.0,0.0,97.9,739.0,76.0,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,99.8,84.4,88.9,88.3,12.7,0.0,99.2,743.0,86.78,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,18.0,82.103,3.245
1.0,1.0,1.0,99.6,82.1,68.0,71.0,15.5,0.1,98.9,347.0,88.31,2.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.4,72.0,70.8,66.2,13.924,0.3,98.6,40.0,75.89,2.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,92.4,74.7,79.9,16.6,0.8,98.2,200.0,83.34,3.0
1.0,1.0,1.0,97.7,70.9,81.0,73.9,10.4,0.7,98.7,222.0,72.2,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,99.5,83.4,87.2,93.8,13.3,0.0,99.5,129.0,64.36,4.5
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,0.0,96.8,77.9,76.1,91.1,19.6,0.8,90.9,123.0,75.35,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,90.3,93.5,82.4,75.5,13.924,0.0,93.5,13.0,82.103,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,19.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.4,67.6,80.9,75.8,13.924,0.0,98.4,18.0,82.103,2.5
1.0,1.0,1.0,97.7,77.2,89.9,90.3,13.1,0.2,98.7,575.0,76.22,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,94.5,70.9,83.2,84.0,16.2,0.0,98.8,511.0,86.32,3.0
1.0,1.0,1.0,96.8,52.9,86.1,75.8,12.0,0.8,97.0,256.0,75.55,3.0
1.0,0.0,1.0,100.0,65.1,92.9,93.8,18.8,0.2,99.3,313.0,77.35,4.5
1.0,1.0,1.0,99.3,78.3,73.0,85.9,19.9,0.2,99.7,117.0,82.2,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.4,43.3,89.1,90.7,16.0,0.3,96.3,419.0,69.56,4.5
1.0,1.0,1.0,100.0,81.1,93.3,91.1,15.1,0.0,98.5,272.0,80.83,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,99.6,74.9,89.6,86.3,13.3,0.0,92.2,519.0,80.11,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,78.2,97.7,92.9,8.5,0.5,99.6,113.0,72.12,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,99.5,50.0,80.5,88.6,13.6,0.6,99.6,219.0,83.76,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.7,67.3,74.9,70.4,6.8,0.0,98.9,81.0,78.35,3.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,86.3,81.3,90.1,99.4,13.924,0.0,89.2,34.0,82.34,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,0.0,94.6,78.2,89.1,80.8,13.924,0.3,95.1,374.237,82.103,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,93.5,88.8,94.8,13.924,0.5,100.0,47.0,82.73,4.5
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.8,61.9,82.6,80.6,15.5,0.0,92.8,357.0,79.2,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,0.0,98.9,70.9,68.4,94.2,12.4,0.9,91.4,159.0,88.35,3.0
1.0,1.0,1.0,99.5,79.9,90.1,88.0,12.1,0.2,99.4,842.0,84.57,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,99.4,86.4,77.3,73.9,15.7,0.0,99.9,632.0,77.95,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,19.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,99.4,79.4,81.0,75.6,11.1,0.8,99.6,418.0,80.66,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,91.9,63.0,82.632,86.369,13.924,0.245,100.0,14.0,82.103,3.245
1.0,1.0,1.0,99.4,92.0,81.7,82.7,13.3,0.6,97.5,196.0,84.15,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,98.9,84.4,77.2,89.1,16.9,0.2,100.0,238.0,83.74,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.2,55.3,100.0,95.2,12.5,0.0,98.9,358.0,82.54,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.1,67.4,92.5,94.0,15.9,0.0,99.3,263.0,82.06,4.5
1.0,1.0,1.0,97.3,81.1,71.7,81.7,13.2,0.3,99.5,777.0,70.57,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,100.0,84.6,82.3,74.4,17.4,0.0,100.0,79.0,78.66,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,72.0,81.48,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,16.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.1,66.1,76.8,80.0,8.5,0.0,89.8,328.0,66.28,3.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,16.0,82.103,3.245
1.0,1.0,1.0,99.7,71.0,94.7,91.2,15.2,0.0,99.5,256.0,73.25,4.5
