Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients' breathing improved,How often home health patients had to be admitted to the hospital,Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,DTC Denominator,DTC Risk-Standardized Rate,Quality of patient care star rating
1.0,1.0,1.0,100.0,72.8,97.4,96.0,13.4,0.3,95.8,305.0,68.98,5.0
1.0,1.0,1.0,100.0,76.1,72.9,77.3,8.7,0.0,100.0,267.0,89.36,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.2,71.7,93.6,99.3,18.5,0.0,99.4,620.0,68.5,4.5
1.0,1.0,1.0,99.3,54.5,89.2,94.0,12.9,0.0,99.6,362.0,82.66,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,17.0,82.103,3.245
1.0,1.0,1.0,99.7,86.7,92.5,89.2,7.5,0.5,99.7,258.0,86.96,5.0
1.0,1.0,1.0,100.0,49.4,100.0,94.0,14.1,0.2,96.4,456.0,86.94,5.0
1.0,1.0,1.0,100.0,59.6,89.7,91.6,17.7,0.4,99.2,901.0,82.22,4.0
1.0,1.0,1.0,99.8,81.6,90.3,95.5,13.5,0.0,97.9,407.0,83.18,5.0
1.0,1.0,1.0,96.9,79.5,80.4,85.6,13.7,0.6,99.7,444.0,83.15,3.5
1.0,1.0,1.0,96.2,62.3,78.8,87.6,20.1,0.3,95.9,211.0,82.28,2.5
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,92.9,79.5,86.1,90.3,16.8,0.0,97.5,493.0,82.17,3.5
1.0,1.0,1.0,100.0,70.5,85.4,95.9,15.9,0.0,100.0,534.0,83.04,4.0
1.0,1.0,1.0,98.3,79.9,83.8,88.8,13.6,0.0,99.2,664.0,83.77,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,100.0,63.8,93.5,88.0,17.7,0.0,99.1,508.0,88.77,4.5
1.0,1.0,1.0,98.6,64.2,86.2,88.6,15.5,0.0,96.0,518.0,85.02,3.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,72.7,91.1,77.0,11.9,0.7,100.0,236.0,92.04,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,100.0,73.2,70.2,83.9,15.1,0.3,99.1,293.0,84.18,3.0
1.0,1.0,1.0,100.0,71.3,100.0,87.9,12.7,0.0,99.7,904.0,85.67,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.8,93.5,82.7,88.8,14.0,0.0,97.3,523.0,74.78,3.0
1.0,0.0,1.0,99.3,66.7,87.6,89.4,17.4,0.0,95.9,469.0,92.18,4.0
1.0,1.0,1.0,99.2,79.4,84.5,80.3,12.0,0.0,97.4,694.0,80.69,3.5
1.0,1.0,1.0,98.7,67.3,93.1,91.4,18.1,0.0,98.3,744.0,78.61,4.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,99.9,81.4,92.1,94.2,17.0,0.2,99.0,1087.0,84.93,4.5
1.0,1.0,1.0,99.2,93.1,86.6,92.1,12.0,0.3,97.9,246.0,95.92,4.5
1.0,1.0,1.0,100.0,84.5,99.5,100.0,13.3,0.3,97.1,354.0,87.74,5.0
1.0,1.0,1.0,100.0,86.6,91.7,97.3,16.2,0.0,98.8,791.0,85.6,5.0
1.0,1.0,1.0,99.5,87.2,94.6,93.8,12.0,0.0,99.8,360.0,85.98,5.0
1.0,1.0,1.0,97.5,63.2,88.5,96.4,18.2,0.0,97.6,1128.0,76.64,4.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,98.2,42.3,84.6,98.3,12.1,0.0,99.2,385.0,86.64,4.0
1.0,1.0,1.0,98.4,78.8,89.2,90.7,16.4,0.6,98.2,797.0,81.35,4.5
1.0,1.0,1.0,99.3,64.9,88.2,92.7,12.0,0.3,97.9,824.0,85.67,4.5
1.0,1.0,1.0,100.0,82.6,93.8,93.3,11.0,0.0,100.0,237.0,90.74,5.0
1.0,1.0,1.0,98.2,85.4,86.8,84.7,14.0,0.0,98.1,1019.0,84.55,3.5
1.0,1.0,1.0,99.1,69.5,90.7,93.3,14.0,0.0,98.7,1049.0,83.94,4.5
1.0,1.0,1.0,98.6,71.0,78.6,87.6,13.924,0.9,98.6,107.0,84.19,4.0
1.0,1.0,1.0,99.6,71.7,83.1,88.5,13.6,0.2,97.8,906.0,80.61,4.0
1.0,1.0,1.0,97.2,93.9,87.3,98.1,12.6,0.0,98.2,1213.0,88.82,4.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,14.0,82.103,3.245
1.0,1.0,1.0,96.9,83.7,82.7,83.7,13.924,0.0,96.9,52.0,82.56,3.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,0.0,96.1,44.8,86.1,81.2,18.8,0.8,96.1,299.0,74.05,3.0
1.0,1.0,1.0,100.0,44.8,92.9,89.6,10.7,0.3,97.2,384.0,83.95,5.0
1.0,1.0,1.0,100.0,86.2,89.2,89.2,13.5,0.0,97.3,268.0,86.32,4.5
1.0,0.0,0.0,100.0,86.0,86.7,84.4,12.1,0.0,99.7,555.0,90.52,4.0
1.0,1.0,1.0,99.2,89.5,90.5,94.1,11.6,0.4,96.5,1237.0,83.7,4.5
1.0,1.0,1.0,99.5,64.5,91.0,92.6,14.0,0.2,94.5,776.0,84.86,4.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.2,80.3,81.9,83.2,11.6,0.4,99.1,548.0,91.15,3.5
1.0,1.0,1.0,99.4,49.9,85.9,93.6,13.5,0.4,95.4,1115.0,84.82,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,43.0,81.45,3.245
1.0,1.0,1.0,98.0,62.3,89.8,91.6,15.8,0.0,98.0,489.0,84.73,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,64.1,85.5,81.3,13.924,0.0,99.8,374.237,82.103,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,26.0,89.28,3.245
1.0,1.0,1.0,94.4,67.9,84.2,88.6,13.4,0.0,97.6,569.0,81.35,3.5
1.0,1.0,1.0,97.0,74.9,84.5,84.6,16.6,0.0,99.3,444.0,83.89,3.5
1.0,1.0,1.0,98.5,60.6,81.9,94.8,9.3,0.7,100.0,160.0,89.51,3.5
1.0,1.0,1.0,98.4,79.4,88.4,98.5,13.1,0.3,99.6,821.0,83.08,4.5
1.0,1.0,1.0,99.2,88.1,86.5,98.1,12.9,0.0,96.0,1093.0,84.94,4.5
1.0,1.0,1.0,99.6,34.0,73.5,80.7,19.9,1.0,97.3,295.0,79.66,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,99.7,91.1,92.8,97.4,13.6,0.4,99.7,844.0,82.6,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,44.2,80.6,86.1,12.6,0.0,100.0,183.0,85.14,3.5
1.0,1.0,1.0,97.2,71.0,84.7,88.8,10.8,0.0,99.4,329.0,79.8,4.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,97.9,68.7,79.8,80.0,12.7,0.9,96.6,350.0,83.05,3.0
1.0,0.0,1.0,96.0,51.8,85.0,98.5,15.2,0.3,98.8,734.0,87.56,3.5
1.0,1.0,1.0,97.2,42.2,88.0,88.0,12.5,0.0,99.4,291.0,84.28,3.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.6,75.5,97.6,91.5,11.9,0.0,96.4,683.0,88.98,5.0
1.0,1.0,1.0,99.0,61.8,89.7,89.7,17.2,0.5,97.2,606.0,76.12,4.0
1.0,1.0,1.0,100.0,47.3,85.8,82.2,9.0,0.0,100.0,243.0,90.91,4.0
1.0,1.0,1.0,99.9,76.1,95.2,87.1,12.4,0.0,97.7,802.0,83.37,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.7,73.0,89.6,94.6,17.8,0.0,98.1,391.0,85.6,4.0
1.0,1.0,1.0,98.7,77.1,88.2,89.9,15.6,0.0,98.3,696.0,84.95,4.0
1.0,0.0,1.0,100.0,76.4,92.9,100.0,10.8,0.0,100.0,246.0,90.07,5.0
1.0,1.0,1.0,100.0,60.2,100.0,90.6,12.6,0.4,99.8,578.0,88.05,5.0
1.0,1.0,1.0,99.4,70.8,88.0,91.8,14.2,0.3,99.8,1449.0,83.92,4.0
1.0,1.0,1.0,100.0,50.7,66.1,76.5,11.7,0.0,98.7,285.0,86.12,2.5
1.0,0.0,0.0,94.8,91.2,88.7,89.0,11.2,0.0,90.4,249.0,94.93,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,1.0,99.8,90.3,80.3,90.6,10.7,0.3,99.6,664.0,86.21,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,96.4,100.0,94.3,17.8,0.0,99.9,486.0,77.21,5.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.4,73.7,83.5,89.7,12.3,0.5,99.3,473.0,87.15,3.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,99.9,88.1,88.0,89.8,16.3,0.2,99.6,1014.0,84.37,4.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,17.0,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,0.0,97.5,66.1,77.6,72.7,13.924,1.1,95.0,60.0,75.38,2.5
1.0,1.0,1.0,98.8,69.6,89.8,90.6,12.5,0.2,99.3,1033.0,86.13,4.5
1.0,1.0,0.0,97.8,67.8,83.5,83.6,14.6,0.0,97.8,166.0,86.25,3.5
1.0,0.0,0.0,96.2,84.9,75.6,74.2,11.2,0.0,95.9,306.0,74.77,2.5
0.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.5,86.3,89.6,91.3,13.8,0.5,98.9,820.0,83.21,4.0
1.0,1.0,1.0,96.7,36.2,100.0,99.2,8.9,0.0,92.8,233.0,94.26,4.5
1.0,1.0,1.0,97.6,60.2,88.7,89.1,15.5,0.1,98.4,371.0,85.14,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,74.0,88.5,94.5,14.9,0.2,100.0,629.0,86.76,4.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,42.0,79.21,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,99.5,82.9,88.8,87.8,9.0,0.0,100.0,193.0,75.68,4.0
1.0,1.0,1.0,100.0,95.0,100.0,100.0,13.924,0.0,100.0,45.0,87.01,5.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,99.8,98.5,100.0,100.0,13.924,0.0,99.4,21.0,75.16,5.0
1.0,0.0,0.0,100.0,83.3,82.6,88.3,15.3,0.5,100.0,651.0,90.71,3.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,1.0,100.0,74.381,82.632,86.369,13.924,0.245,100.0,27.0,81.71,3.245
1.0,1.0,1.0,100.0,94.2,83.7,83.5,14.5,0.0,100.0,257.0,95.99,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,25.0,92.26,3.245
1.0,0.0,1.0,96.5,91.9,100.0,100.0,9.4,0.0,100.0,158.0,84.73,5.0
1.0,1.0,1.0,97.5,91.4,93.2,100.0,16.2,0.0,100.0,637.0,86.16,4.5
1.0,0.0,1.0,95.8,74.381,82.632,86.369,13.924,0.245,100.0,24.0,78.92,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.9,56.5,93.4,86.369,13.2,0.0,93.8,66.0,89.25,3.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,17.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,49.0,70.06,3.245
1.0,1.0,0.0,99.7,86.6,86.8,98.8,10.9,0.5,98.4,1129.0,90.97,5.0
1.0,1.0,1.0,100.0,93.8,91.0,95.9,16.8,0.2,100.0,365.0,94.85,4.5
1.0,1.0,1.0,91.2,78.6,73.5,71.9,13.924,0.0,94.7,93.0,79.5,2.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.5,74.2,85.9,89.2,14.1,0.0,93.7,304.0,86.03,3.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,20.0,81.02,3.245
1.0,1.0,1.0,98.3,55.0,100.0,100.0,11.0,1.0,92.8,314.0,87.8,5.0
1.0,1.0,1.0,100.0,69.4,98.9,100.0,12.5,0.7,96.4,508.0,94.1,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,36.0,71.64,3.245
1.0,1.0,1.0,97.9,84.9,97.9,87.8,13.9,0.0,89.6,200.0,91.11,4.0
1.0,0.0,1.0,99.7,75.2,85.9,99.5,9.1,0.0,98.7,657.0,94.1,4.5
1.0,1.0,1.0,99.4,91.7,97.9,100.0,12.5,0.5,98.3,280.0,96.48,5.0
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,29.0,80.15,3.245
1.0,0.0,1.0,99.3,72.4,73.2,74.5,16.7,0.8,99.3,605.0,83.09,2.5
1.0,1.0,1.0,99.8,85.4,85.1,100.0,12.6,0.0,99.8,596.0,78.08,4.5
1.0,1.0,1.0,98.9,80.7,100.0,91.7,13.6,0.0,98.5,134.0,97.11,4.5
1.0,1.0,1.0,97.8,100.0,83.0,85.8,15.6,0.0,88.6,153.0,86.86,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.8,92.8,85.6,95.2,13.3,0.8,97.8,321.0,75.63,4.0
1.0,1.0,1.0,82.9,64.4,79.9,82.5,10.9,0.5,96.2,736.0,78.44,3.0
1.0,1.0,1.0,98.3,56.6,89.5,92.1,12.4,0.0,98.5,708.0,95.64,4.0
1.0,1.0,0.0,97.8,93.9,100.0,100.0,10.3,0.0,100.0,113.0,87.38,5.0
1.0,1.0,1.0,100.0,100.0,87.5,88.8,17.4,0.0,100.0,113.0,89.48,4.0
1.0,1.0,1.0,100.0,100.0,87.0,89.7,12.5,0.0,99.1,153.0,79.46,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,84.8,77.4,82.7,15.7,1.0,95.4,550.0,89.26,3.0
1.0,1.0,1.0,100.0,100.0,100.0,100.0,18.0,0.0,100.0,106.0,66.63,5.0
1.0,1.0,1.0,100.0,81.8,91.1,92.8,13.924,0.0,98.7,32.0,82.32,5.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,91.2,84.4,90.1,9.2,0.5,100.0,265.0,93.46,4.0
1.0,1.0,1.0,85.8,73.8,87.8,88.5,12.5,0.0,96.1,798.0,71.11,4.0
1.0,1.0,1.0,90.3,85.3,73.0,89.7,12.9,0.0,89.8,207.0,77.58,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,24.0,86.71,3.245
1.0,1.0,1.0,99.7,76.4,86.1,94.5,15.8,0.0,100.0,367.0,87.05,4.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,100.0,46.7,86.6,89.2,10.3,0.1,97.7,204.0,86.92,4.5
1.0,1.0,1.0,99.1,91.1,80.0,100.0,13.4,0.0,100.0,249.0,83.1,3.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,80.6,93.0,91.1,12.6,0.0,99.7,315.0,86.51,4.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,90.4,48.0,80.1,81.5,11.2,0.2,97.2,912.0,90.33,3.0
1.0,0.0,1.0,99.1,98.5,90.2,88.4,10.6,0.0,97.0,352.0,92.18,4.0
1.0,1.0,1.0,99.6,54.4,66.8,95.9,16.4,0.0,97.0,347.0,85.5,3.0
1.0,0.0,1.0,100.0,61.7,86.5,92.9,10.5,1.0,97.6,200.0,83.39,4.5
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,98.4,80.9,89.0,85.9,15.0,0.2,98.1,1289.0,86.63,4.0
1.0,1.0,1.0,99.1,77.8,68.0,69.5,13.924,0.0,97.2,306.0,86.63,2.0
1.0,1.0,1.0,96.4,66.3,71.3,72.1,15.3,0.2,97.6,1004.0,82.37,2.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,0.0,1.0,96.9,98.6,90.1,100.0,7.9,0.0,90.3,361.0,92.93,5.0
1.0,1.0,1.0,99.7,56.7,77.8,78.9,11.5,0.6,97.0,230.0,83.53,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,100.0,66.4,82.7,90.5,14.9,0.0,99.8,721.0,90.95,4.0
1.0,1.0,1.0,96.6,85.5,72.3,80.5,14.7,0.0,98.1,448.0,78.45,2.5
1.0,1.0,1.0,98.4,72.9,95.9,93.1,15.0,0.7,89.3,455.0,88.54,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,31.0,82.03,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,100.0,41.0,74.7,83.6,14.7,0.0,98.4,378.0,69.57,3.0
1.0,1.0,1.0,98.8,87.6,86.5,82.8,12.6,0.0,96.8,805.0,86.24,3.5
1.0,0.0,1.0,98.4,72.3,90.7,96.4,15.9,0.5,96.6,471.0,69.25,4.5
1.0,1.0,1.0,98.5,75.9,83.8,93.1,13.7,0.0,96.0,443.0,76.57,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,8.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,21.0,84.53,3.245
1.0,1.0,1.0,100.0,40.5,83.5,85.4,18.0,0.3,99.7,326.0,87.26,3.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,76.0,81.7,88.9,11.8,0.0,100.0,500.0,91.02,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,91.0,62.3,93.6,13.924,0.0,98.4,374.237,82.103,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,23.0,77.56,3.245
1.0,1.0,1.0,97.4,83.2,82.0,77.5,14.5,0.5,98.6,211.0,82.43,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,18.0,82.103,3.245
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,99.7,76.7,92.1,85.0,13.8,0.0,97.6,598.0,86.07,4.5
1.0,1.0,1.0,97.5,70.7,82.6,78.8,12.6,0.0,97.0,663.0,87.57,3.5
1.0,1.0,1.0,98.0,73.0,86.6,92.3,18.5,0.0,98.0,80.0,76.6,3.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,52.1,82.7,77.8,10.5,0.0,97.1,135.0,94.6,3.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.5,45.1,80.1,64.5,14.9,0.0,95.8,132.0,69.06,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.4,79.0,93.3,91.8,16.3,0.0,96.6,447.0,90.46,4.5
1.0,1.0,1.0,99.8,92.2,93.7,94.0,13.924,0.0,89.2,374.237,82.103,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,95.3,53.0,83.4,80.5,15.7,0.0,97.9,576.0,83.88,3.0
1.0,1.0,1.0,89.8,65.2,82.9,95.4,12.0,0.0,98.3,325.0,84.16,3.5
1.0,1.0,1.0,92.3,66.1,73.4,74.2,13.924,0.0,93.8,7.0,82.103,2.0
1.0,0.0,1.0,100.0,86.5,87.5,90.8,15.3,0.0,100.0,1063.0,87.69,4.0
1.0,1.0,1.0,100.0,67.3,81.3,89.2,7.6,0.9,89.2,411.0,84.9,4.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,18.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,16.0,82.103,3.245
0.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,95.1,81.9,77.6,13.924,0.0,99.2,49.0,86.13,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.9,90.9,87.0,74.1,12.9,0.3,99.0,978.0,86.39,4.0
